seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,1.124737005320106,0.37186186551169753,0.3958877489171788,1.8535862617230332,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
1,False,1.7727902719443023,0.4102675764587302,0.9686658220851911,2.5769147218034134,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
2,False,1.3218206128627703,0.3918578454360437,0.5537792358081247,2.089861989917416,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
3,False,0.8517851518509804,0.5014684529951566,-0.1310930160195266,1.8346633197214874,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
4,False,1.8072915052098955,0.3650137924216327,1.0918644720634956,2.5227185383562953,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
5,False,1.685876685499633,0.4197607104718791,0.86314569297475,2.508607678024516,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
6,False,0.8174580977688372,0.3810858982597162,0.07052973717979338,1.5643864583578808,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
7,False,1.5044971800319495,0.3549783409299843,0.8087396318091803,2.200254728254719,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
8,False,0.4674052905082464,0.4117523889135893,-0.3396293917623886,1.2744399727788815,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
9,False,0.7658686131364764,0.3594551233549469,0.06133657136078041,1.4704006549121722,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
10,False,1.4153018311270953,0.42331873914744855,0.5855971023980961,2.2450065598560944,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
11,False,1.2412176272880928,0.41201276456920094,0.43367260873245894,2.048762645843727,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
12,False,0.6439179460365779,0.4104429102626465,-0.16055015807820927,1.448386050151365,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
13,False,1.990753545541174,0.41981513217854,1.1679158864712358,2.8135912046111122,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
14,False,1.5676886792066886,0.3951176889937135,0.7932580087790102,2.342119349634367,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
15,False,0.8202222570644683,0.364037076588159,0.10670958695167665,1.5337349271772598,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
16,False,0.8773887356091842,0.37504082840680053,0.14230871193185513,1.6124687592865132,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
17,False,2.183786046742856,0.40362905121165066,1.3926731063680204,2.974898987117691,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
18,False,1.972076853511668,0.42697110426422796,1.1352134891537813,2.8089402178695546,dgp8,pds_lasso,Weak NL conf. (dummies),PDS-LASSO,0.5
